domain,equipment_type,variant,value,name,english,source
relic_defense,4,armor,16,72,72,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,17,78,78,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,18,46,46,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,19,50,50,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,20,54,54,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,21,64,64,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,22,72,72,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,23,86,86,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,24,92,92,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,25,98,98,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,26,112,112,mh4edit-mit-save-id-en-fallback
relic_defense,4,armor,27,120,120,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,0,10,10,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,1,12,12,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,2,16,16,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,3,18,18,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,4,20,20,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,5,22,22,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,6,33,33,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,7,36,36,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,8,39,39,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,9,20,20,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,10,24,24,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,11,30,30,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,12,34,34,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,13,40,40,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,14,45,45,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,15,65,65,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,16,72,72,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,17,78,78,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,18,46,46,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,19,50,50,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,20,54,54,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,21,64,64,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,22,72,72,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,23,86,86,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,24,92,92,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,25,98,98,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,26,112,112,mh4edit-mit-save-id-en-fallback
relic_defense,5,armor,27,120,120,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,0,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,2,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,3,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,5,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,6,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,7,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,8,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,9,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,10,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,11,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,12,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,13,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,14,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,15,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,16,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,17,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,18,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,19,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,20,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,21,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,22,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,23,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,24,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,25,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,26,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,27,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,28,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,29,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,30,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,31,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,32,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,33,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,34,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,35,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,36,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,37,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,38,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,1,armor,39,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,0,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,2,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,3,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,5,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,6,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,7,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,8,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,9,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,10,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,11,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,12,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,13,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,14,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,15,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,16,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,17,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,18,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,19,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,20,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,21,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,22,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,23,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,24,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,25,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,26,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,27,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,28,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,29,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,30,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,31,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,32,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,33,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,34,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,35,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,36,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,37,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,38,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,2,armor,39,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,0,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,2,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,3,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,5,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,6,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,Fi 1 / Wa 6 / Th -2 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,7,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,Fi -2 / Wa 0 / Th 6 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,8,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,Fi -2 / Wa 0 / Th 1 / Ic 6 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,9,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,Fi 1 / Wa 1 / Th 0 / Ic -2 / Dr 6,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,10,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,Fi 6 / Wa -1 / Th 1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,11,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,Fi 1 / Wa 6 / Th -1 / Ic -1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,12,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,Fi -1 / Wa -1 / Th 6 / Ic 1 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,13,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,Fi -1 / Wa -1 / Th 1 / Ic 6 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,14,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,Fi 1 / Wa 1 / Th -2 / Ic -2 / Dr 8,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,15,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,16,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,17,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,18,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,19,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,20,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,Fi 3 / Wa -2 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,21,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,Fi 0 / Wa 3 / Th -2 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,22,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,Fi -2 / Wa -1 / Th 3 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,23,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,Fi -1 / Wa -2 / Th 0 / Ic 3 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,24,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,Fi 0 / Wa 0 / Th -2 / Ic -1 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,25,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,Fi 5 / Wa -3 / Th 0 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,26,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,Fi 0 / Wa 5 / Th -3 / Ic -1 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,27,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,Fi -3 / Wa -1 / Th 5 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,28,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,Fi -3 / Wa -1 / Th 0 / Ic 5 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,29,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,Fi 0 / Wa 0 / Th -1 / Ic -3 / Dr 5,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,30,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,Fi 5 / Wa -2 / Th 0 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,31,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,Fi 0 / Wa 5 / Th -2 / Ic -2 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,32,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,Fi -2 / Wa -2 / Th 5 / Ic 0 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,33,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,Fi -2 / Wa -2 / Th 0 / Ic 5 / Dr 3,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,34,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,Fi 0 / Wa 0 / Th -3 / Ic -3 / Dr 7,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,35,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,36,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,37,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,38,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,3,armor,39,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,Fi 0 / Wa 0 / Th 0 / Ic 0 / Dr 0,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,0,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,Fi 4 / Wa -1 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,Fi 1 / Wa 4 / Th -1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,2,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,Fi -1 /Wa 0 / Th 4 / Ic 1 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,3,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,Fi 0 / Wa -1 / Th 1 / Ic 4 / Dr 1,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,Fi 1 / Wa 1 / Th -1 / Ic 0 / Dr 4,mh4edit-mit-save-id-en-fallback
relic_resistance,4,armor,5,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,Fi 6 / Wa -2 / Th 1 / Ic 0 / Dr 1,mh4edit-mit-save-id-en-fallback
